,idiom,pinyin,explanation
6582,视死如生,"['shi', 'si', 'ru', 'sheng']",把死去看做活着一样。形容不怕死。同视死若生”。
6583,生财之道,"['sheng', 'cai', 'zhi', 'dao']",发财的门路。
6584,无风三尺浪,"['wu', 'feng', 'san', 'chi', 'lang']",比喻无缘无故也会生出事来。
6585,浪迹江湖,"['lang', 'ji', 'jiang', 'hu']",浪迹到处流浪；江湖泛指各地。到处漂泊，没有固定的住处。
6586,人心隔肚皮,"['ren', 'xin', 'ge', 'du', 'pi']",谓人的心思难以猜测。
6587,东游西荡,"['dong', 'you', 'xi', 'dang']",无所事事，到处闲诳。
6588,不测之忧,"['bu', 'ce', 'zhi', 'you']",指意外的祸患。
6589,加油添醋,"['jia', 'you', 'tian', 'cu']",为夸张或渲染的需要，在叙事或说话时增添原来没有的内容。同加油加醋”。
6590,牛高马大,"['niu', 'gao', 'ma', 'da']",比喻人长得高大强壮。
6591,爱财如命,"['ai', 'cai', 'ru', 'ming']",把钱财看得跟生命一样重要。形容极端吝啬。
6592,管鲍之交,"['guan', 'bao', 'zhi', 'jiao']",春秋时，齐人管仲和鲍叔牙相知最深◇常比喻交情深厚的朋友。
6593,入地无门,"['ru', 'di', 'wu', 'men']",形容陷入无路可走的困境。
6594,恩怨分明,"['en', 'yuan', 'fen', 'ming']",恩恩惠；怨仇恨。对于恩惠和仇恨的界限分得十分清楚，毫不含糊。
6595,和光同尘,"['he', 'guang', 'tong', 'chen']",和、同混合⊥光混合各种光彩；同尘与尘俗相同。指不露锋芒，与世无争的消极处世态度。也比喻同流合污。
6596,骨肉离散,"['gu', 'rou', 'li', 'san']",骨肉指父母兄弟子女等亲人。比喻亲人分散，不能团聚。
6597,顿足捶胸,"['dun', 'zu', 'chui', 'xiong']",用脚跺地，以拳捶胸。形容极度悲痛或恼怒，到了极点。
6598,虱多不痒,"['shi', 'duo', 'bu', 'yang']",债欠多了反而不忧愁。比喻困难成堆，认为反正一时解除不了，也就不去愁它了。
6599,相机行事,"['xiang', 'ji', 'xing', 'shi']",看当时实际情况，灵活办事。
6600,好善乐施,"['hao', 'shan', 'le', 'shi']",好喜欢；善亲善，善事；乐乐意；施施舍。指喜欢做善事，乐意施舍。
6601,宾客如云,"['bin', 'ke', 'ru', 'yun']",来客多得如聚集的云层。形容客人多。
6602,来者可追,"['lai', 'zhe', 'ke', 'zhui']",可追可以补救。过去的事已无法挽回，但是未来的事还来得及赶上。
6603,摇唇鼓舌,"['yao', 'chun', 'gu', 'she']",耍嘴皮，嚼舌头。形容耍弄嘴皮进行挑拨煽动。
6604,含英咀华,"['han', 'ying', 'ju', 'hua']",咀细嚼，引伸为体味；英、华这里指精华。比喻读书吸取其精华。
6605,自我陶醉,"['zi', 'wo', 'tao', 'zui']",陶醉沉醉于某种事物或境界里，以求得内心的安慰。指盲目地自我欣赏。
6606,炼石补天,"['lian', 'shi', 'bu', 'tian']",炼用加热的方法使物质纯净或坚韧。古神话，相传天缺西北，女娲炼五色石补之。比喻施展才能和手段，弥补国家以及政治上的失误。
6607,安步当车,"['an', 'bu', 'dang', 'che']",安安详，不慌忙；安步缓缓步行。以从容的步行代替乘车。
6608,昼伏夜行,"['zhou', 'fu', 'ye', 'xing']",伏躲藏；行赶路。白天躲藏，夜间赶路。指为避免被敌人发现所采取的秘密活动。
6609,骨肉相残,"['gu', 'rou', 'xiang', 'can']",亲人间相互残杀。比喻自相残杀。
6610,对症之药,"['dui', 'zheng', 'zhi', 'yao']",针对病根下的药。比喻纠正缺点错误所用的相应办法。
6611,自我吹嘘,"['zi', 'wo', 'chui', 'xu']",比喻自我吹嘘、夸张。
6612,自出机杼,"['zi', 'chu', 'ji', 'zhu']",机杼本指织布机上的筘，织布时每条经线都要从筘齿间穿过，比喻心思、心意。比喻写文章能创造出新的风格和体裁。
6613,来回来去,"['lai', 'hui', 'lai', 'qu']",指动作或说话来回不断地重复。
6614,瞬息之间,"['shun', 'xi', 'zhi', 'jian']",极短暂的时间内。
6615,密密层层,"['mi', 'mi', 'ceng', 'ceng']",比喻满布得没有空隙。
6616,十八层地狱,"['shi', 'ba', 'ceng', 'di', 'yu']",层重。地狱佛教、基督教等指死后灵魂受苦的地方。迷信认为人在生时为非作恶，死后进入十八层地狱，不得翻身。比喻悲惨的报应。
6617,诱敌深入,"['you', 'di', 'shen', 'ru']",把敌人引进来，使它处于孤立而又不易逃跑的不利地位。
6618,朽木不可雕,"['xiu', 'mu', 'bu', 'ke', 'diao']",腐烂的木头无法雕刻。比喻人不可造就或事物和局势败坏而不可救药。亦作朽木难彫”。亦作朽木不雕”。
6619,程门立雪,"['cheng', 'men', 'li', 'xue']",旧指学生恭敬受教。比喻尊师。
6620,风土人情,"['feng', 'tu', 'ren', 'qing']",风土山川风俗、气候等的总称；人情人的性情、习惯。一个地方特有的自然环境和风俗、礼节、习惯的总称。
6621,人之常情,"['ren', 'zhi', 'chang', 'qing']",一般人通常有的感情。
6622,岁寒知松柏,"['sui', 'han', 'zhi', 'song', 'bai']",寒冬腊月，方知松柏常青。比喻只有经过严峻的考验，才能看出一个人的品质。
6623,杜鹃啼血,"['du', 'juan', 'ti', 'xue']",传说杜鹃昼夜悲鸣，啼至血出乃止。常用以形容哀痛之极。
6624,饿虎扑食,"['e', 'hu', 'pu', 'shi']",象饥饿的老虎扑向食物一样。比喻动作猛烈而迅速。
6625,功到自然成,"['gong', 'dao', 'zi', 'ran', 'cheng']",下了足够功夫，事情自然就会取得成效。
6626,旧调重弹,"['jiu', 'diao', 'chong', 'tan']",老调子重弹。比喻把老的一套又重新搬出来。
6627,周公吐哺,"['zhou', 'gong', 'tu', 'bu']",后用为在位者礼贤下士之典实。
6628,名重一时,"['ming', 'zhong', 'yi', 'shi']",名名声；一时当代。一个时期内名声很大，受到广泛重视。
6629,载沉载浮,"['zai', 'chen', 'zai', 'fu']",在水中上下沉浮。
6630,无人之地,"['wu', 'ren', 'zhi', 'di']",没有人居住的地方。同无人之境”。
6631,蓬生麻中,"['peng', 'sheng', 'ma', 'zhong']",比喻生活在好的环境里，也能成为好人。
6632,富商大贾,"['fu', 'shang', 'da', 'jia']",指拥有大量钱财的商人。
6633,竖子成名,"['shu', 'zi', 'cheng', 'ming']",指无能者侥幸得以成名。
6634,一笔抹杀,"['yi', 'bi', 'mo', 'sha']",比喻轻率地把成绩、优点全部否定。
6635,膏腴之地,"['gao', 'yu', 'zhi', 'di']",指肥美的土地或肥沃富饶的地区。
6636,道路以目,"['dao', 'lu', 'yi', 'mu']",在路上遇到不敢交谈，只是以目示意。形容人民对残暴统治的憎恨和恐惧。
6637,推三推四,"['tui', 'san', 'tui', 'si']",找各种借口推托。同推三阻四”。
6638,胸无点墨,"['xiong', 'wu', 'dian', 'mo']",肚子里没有一点墨水。指人没有文化。
6639,误入歧途,"['wu', 'ru', 'qi', 'tu']",误受惑；歧途错误的道路。由于受煽惑而走上了错误的道路。
6640,舍己为公,"['she', 'ji', 'wei', 'gong']",为公共的利益而舍弃个人的利益。
6641,瘦骨如柴,"['shou', 'gu', 'ru', 'chai']",十分削瘦的样子。
6642,妙手偶得,"['miao', 'shou', 'ou', 'de']",技术高超的人，偶然间即可得到。也用来形容文学素养很深的人，出于灵感，即可偶然间得到妙语佳作。
6643,顾盼生姿,"['gu', 'pan', 'sheng', 'zi']",姿姿色，姿态。回首抬眼之间就有美妙的姿色。形容眉目传神，姿态动人。
6644,放马后炮,"['fang', 'ma', 'hou', 'pao']",比喻事情已过去才发议论。
6645,卓然不群,"['zhuo', 'ran', 'bu', 'qun']",指超出常人。
6646,决胜于千里之外,"['jue', 'sheng', 'yu', 'qian', 'li', 'zhi', 'wai']",坐镇指挥千里之外的战局。形容将帅雄才大略，指挥若定。
6647,诸恶莫作,"['zhu', 'e', 'mo', 'zuo']",诸恶各种坏事。佛家语，凡是坏事都不要做。旧时用以劝人行善。
6648,人弃我取,"['ren', 'qi', 'wo', 'qu']",别人抛弃的东西我拾起来。原指商人廉价收买滞销物品，待涨价卖出以获取厚利，后用来表示不跟别人争，仍然有好处。
6649,浓眉大眼,"['nong', 'mei', 'da', 'yan']",又黑又密的眉毛，大大的眼睛。形容眉目有神的人。
6650,外方内圆,"['wai', 'fang', 'nei', 'yuan']",外方外表有棱角，刚直；内圆内心无棱角，圆滑。指人的外表正直，而内心圆滑。
6651,杳如黄鹤,"['yao', 'ru', 'huang', 'he']",杳无影无声；黄鹤传说中仙人所乘的鹤。原指传说中仙人骑着黄鹤飞去，从此不再回来。现比喻无影无踪或下落不明。
6652,酒后无德,"['jiu', 'hou', 'wu', 'de']",指醉酒之后胡言乱语或行为出路。
6653,断线风筝,"['duan', 'xian', 'feng', 'zheng']",象放上天断了线的风筝一样。比喻一去不回来的人或东西。
6654,十目所视,"['shi', 'mu', 'suo', 'shi']",指个人的言论行动总是在群众的监督之下，不允许做坏事，做了也不可能隐瞒。同十目所视，十手所指”。
6655,芝兰之室,"['zhi', 'lan', 'zhi', 'shi']",比喻良好的环境。
6656,吹牛拍马,"['chui', 'niu', 'pai', 'ma']",吹牛吹牛皮；拍马拍马屁。指爱说大话，喜欢自我吹嘘和一味逢迎巴结别人的行为。
6657,荦荦大者,"['luo', 'luo', 'da', 'zhe']",荦荦明显。指明显的重大的方面。
6658,钻心刺骨,"['zuan', 'xin', 'ci', 'gu']",钻入心里，侵入骨中。形容刺激极深。
6659,无可名状,"['wu', 'ke', 'ming', 'zhuang']",没法形容。
6660,三十六行,"['san', 'shi', 'liu', 'hang']",旧时对各行各业的通称。
6661,是非自有公论,"['shi', 'fei', 'zi', 'you', 'gong', 'lun']",事情的是非曲直，公众自会作出恰当的评判。
6662,鼎新革故,"['ding', 'xin', 'ge', 'gu']",旧指朝政变革或改朝换代。现泛指除掉旧的，建立拳的。
6663,小户人家,"['xiao', 'hu', 'ren', 'jia']",人口少的人家。旧时也指寒微人家。
6664,尖嘴猴腮,"['jian', 'zui', 'hou', 'sai']",腮面颊。尖嘴巴，瘦面颊。形容人相貌丑陋粗俗。
6665,碎尸万段,"['sui', 'shi', 'wan', 'duan']",极言对罪大恶极者予以严厉的惩罚。
6666,无所不晓,"['wu', 'suo', 'bu', 'xiao']",什么事情都知道，没有不懂得的。
6667,谓予不信,"['wei', 'yu', 'bu', 'xin']",如果以为我的话不真实。
6668,人间天上,"['ren', 'jian', 'tian', 'shang']",人世社会和神仙世界。指景物极美好的处所。多比喻境遇完全不同。
6669,焚林而猎,"['fen', 'lin', 'er', 'lie']",焚烧树木林，猎取禽兽。比喻只图眼前利益，不作长久打算。
6670,舍身为国,"['she', 'shen', 'wei', 'guo']",为国家牺牲自己的生命。
6671,无风起浪,"['wu', 'feng', 'qi', 'lang']",比喻平白无故地生出事来。有故意制造事端的意思。
6672,茫无头绪,"['mang', 'wu', 'tou', 'xu']",茫不清楚，纷乱。一点儿头绪也没有。形容事情摸不着边，不知从哪里入手。
6673,五行八作,"['wu', 'hang', 'ba', 'zuo']",泛指各行各业。
6674,风行草偃,"['feng', 'xing', 'cao', 'yan']",偃倒伏。风一吹草就倒下。比喻道德文教的感化人。
6675,适逢其会,"['shi', 'feng', 'qi', 'hui']",适正，恰好；会时机。恰巧碰上那个机会或时机。
6676,奇光异彩,"['qi', 'guang', 'yi', 'cai']",奇妙的光亮和色彩。
6677,瓦釜雷鸣,"['wa', 'fu', 'lei', 'ming']",瓦釜沙锅，比喻庸才。声音低沉的沙锅发出雷鸣般的响声。比喻无德无才的人占据高位，威风一时。
6678,败军之将,"['bai', 'jun', 'zhi', 'jiang']",打了败仗的将领。现多用于讽刺失败的人。
6679,落落大方,"['luo', 'luo', 'da', 'fang']",落落坦率，开朗的样子。形容言谈举止自然大方。
6680,外刚内柔,"['wai', 'gang', 'nei', 'rou']",外表刚强而内在柔弱。同内柔外刚”。
6681,直认不讳,"['zhi', 'ren', 'bu', 'hui']",直截了当承认，毫不回避隐瞒。
6682,急赤白脸,"['ji', 'chi', 'bai', 'lian']",心里着急，脸色难看。形容非常焦急的神情。
6683,众怒难犯,"['zhong', 'nu', 'nan', 'fan']",犯触犯、冒犯。群众的愤怒不可触犯。表示不可以做群众不满意的事情。
6684,白璧无瑕,"['bai', 'bi', 'wu', 'xia']",洁白的美玉上面没有一点羞。比喻人或事物完美无缺。
6685,弃若敝屣,"['qi', 'ruo', 'bi', 'xi']",敝破；屣鞋。象扔破鞋一样把它扔掉。比喻毫不可惜地抛弃掉。
6686,仁义之师,"['ren', 'yi', 'zhi', 'shi']",师军队。伸张仁爱正义讨伐邪恶的军队。亦作仁义之兵”。
6687,名山胜水,"['ming', 'shan', 'sheng', 'shui']",风景优美的著名河山。同名山胜川”。
6688,白色恐怖,"['bai', 'se', 'kong', 'bu']",白惨白。指反动派残酷镇压人民的恐怖气氛。
6689,昏头转向,"['hun', 'tou', 'zhuan', 'xiang']",头脑发昏，迷失方向。
6690,疮痍满目,"['chuang', 'yi', 'man', 'mu']",疮痍创伤。满眼创伤。比喻眼前看到的都是灾祸的景象。
6691,龙潭虎穴,"['long', 'tan', 'hu', 'xue']",龙潜居的深水坑，老虎藏身的巢穴。比喻极险恶的地方。
6692,顺时而动,"['shun', 'shi', 'er', 'dong']",顺应时势而行动。
6693,皇天后土,"['huang', 'tian', 'hou', 'tu']",皇天古代称天；后土古代称地。指天地。旧时迷信天地能主持公道，主宰万物。
6694,香火不绝,"['xiang', 'huo', 'bu', 'jue']",指信神者所供养的香烛不断绝。亦作香火不断”。
6695,沐猴而冠,"['mu', 'hou', 'er', 'guan']",沐猴猕猴；冠戴帽子★子穿衣戴帽，究竟不是真人。比喻虚有其表，形同傀儡。常用来讽刺投靠恶势力窃据权位的人。
6696,露水夫妻,"['lu', 'shui', 'fu', 'qi']",指暂时结合的非正式夫妻；亦指不正当的男女关系。
6697,功高震主,"['gong', 'gao', 'zhen', 'zhu']",功功劳，功勋；震震动、威震；主君主。功劳太大，使君主受到震动而心有疑虑。
6698,江河行地,"['jiang', 'he', 'xing', 'di']",江河永远在陆地上奔流。比喻事情明显，无庸置疑，颠扑不破。
6699,山南海北,"['shan', 'nan', 'hai', 'bei']",指遥远的地方。
6700,沧海遗珠,"['cang', 'hai', 'yi', 'zhu']",大海里的珍珠被采珠人所遗漏。比喻埋没人才或被埋没的人才。
6701,油头粉面,"['you', 'tou', 'fen', 'mian']",头上擦油，脸上搽粉。形容人打扮得妖艳粗俗。
6702,拈花微笑,"['nian', 'hua', 'wei', 'xiao']",原为佛家语，比喻彻悟禅理◇比喻彼此心意一致。
6703,人面兽心,"['ren', 'mian', 'shou', 'xin']",面貌虽然是人，但心肠象野兽一样凶狠。形容为人凶残卑鄙。
6704,抽刀断水,"['chou', 'dao', 'duan', 'shui']",抽刀拔出刀来。水流水。抽出刀来要斩断流水。比喻无济于事，反会加速事态的发展。
6705,嘻皮笑脸,"['xi', 'pi', 'xiao', 'lian']",①形容嘻嘻哈哈的样子。②形容轻薄嘻笑的样子。③形容谄笑讨好的样子。
6706,梅妻鹤子,"['mei', 'qi', 'he', 'zi']",以梅为妻，以鹤为子。比喻清高或隐居。宋·林逋隐居西湖孤山，植梅养鹤，终生不娶，人谓梅妻鹤子”。
6707,云中白鹤,"['yun', 'zhong', 'bai', 'he']",象云彩中的白鹤一般。比喻志行高洁的人。
6708,婆娑起舞,"['po', 'suo', 'qi', 'wu']",形容跳起舞来的姿态。
6709,人心大快,"['ren', 'xin', 'da', 'kuai']",快痛快。指坏人坏事受到惩罚或打击，使大家非常痛快。
6710,捉刀代笔,"['zhuo', 'dao', 'dai', 'bi']",指代人出力或代写文章。
6711,屏声静气,"['ping', 'sheng', 'jing', 'qi']",形容静悄悄不出声息。同屏声敛息”。
6712,表里一致,"['biao', 'li', 'yi', 'zhi']",犹表里如一。
6713,深山幽谷,"['shen', 'shan', 'you', 'gu']",与山外距离远、人急至的山岭、山谷。
6714,焚琴煮鹤,"['fen', 'qin', 'zhu', 'he']",把琴当柴烧，把鹤煮了吃。比喻糟蹋美好的事物。
6715,稗官野史,"['bai', 'guan', 'ye', 'shi']",稗官古代的一种小官，专给帝王搜集街谈巷语，道听途说，以供省览，后称小说或小说家为稗官。指旧时的小说和私人编撰的史书。
6716,花花世界,"['hua', 'hua', 'shi', 'jie']",指繁华的、吃喝玩乐的地方。也泛指人世间。
6717,恶声恶气,"['e', 'sheng', 'e', 'qi']",形容说话语气很凶狠，态度粗暴。
6718,不情之请,"['bu', 'qing', 'zhi', 'qing']",情情理。不合情理的请求（称自己提出请求时的客气话）。
6719,流水无情,"['liu', 'shui', 'wu', 'qing']",流水一去不复返，毫无情意。比喻时光消逝，无意停留。
6720,万死不辞,"['wan', 'si', 'bu', 'ci']",万死死一万次，形容冒生命危险。万一万次也不推辞。表示愿意拼死效劳。
6721,下车伊始,"['xia', 'che', 'yi', 'shi']",伊文言助词；始开始。旧指新官刚到任。现比喻带着工作任务刚到一个地方。
6722,长乐未央,"['chang', 'le', 'wei', 'yang']",未央未尽。长久欢乐，永不结束。
6723,流离颠沛,"['liu', 'li', 'dian', 'pei']",由于灾荒或战乱而流转离散。形容生活艰难，四处流浪。
6724,不违农时,"['bu', 'wei', 'nong', 'shi']",违不遵守。不耽误农作物的耕种时节。
