idiom,pinyin,explanation
酒醉饭饱,jiǔ zuì fàn bǎo,比喻饮食得到了满足。
富贵不淫,fù guì bù yín,指意志不为金钱和地位所迷惑。同富贵不能淫”。
宜室宜家,yí shì yí jiā,形容家庭和顺，夫妻和睦。
言简意深,yán jiǎn yì shēn,言辞简练，含意深刻。
陈陈相因,chén chén xiāng yīn,陈旧；因沿袭。原指皇仓之粮逐年增加，陈粮上压陈粮◇多比喻沿袭老一套，无创造革新。
缩头缩脑,suō tóu suō nǎo,形容畏缩不前，或胆小不敢出头。
打躬作揖,dǎ gōng zuō yī,拱、揖两手合抱致敬。弯身报拳行礼。表示恭敬顺从或恳求的样子。
面有菜色,miàn yǒu cài sè,形容因饥饿而显得营养不良的样子。
桑间濮上,sāng jiān pú shàng,桑间在濮水之上，是古代卫国的地方。古指淫风◇也指男女幽会。
偶一为之,ǒu yī wéi zhī,偶偶尔；为做。指平耻少这样做，偶尔才做一次。
心旌摇曳,xīn jīng yáo yè,旌旗子；摇曳摆动。指心神不安，就象旌旗随风飘荡不定。形容情思起伏，不能自持。
引以为憾,yǐn yǐ wéi hàn,以此事为遗憾。
将功折罪,jiāng gōng zhé zuì,将拿；折抵偿。拿功劳补偿过失。
片瓦不留,piàn wǎ bù liú,形容房屋全部毁坏。同片瓦无存”。
丈二和尚,zhàng èr hé shàng,（歇后语）摸不着头脑。指弄不清是怎么回事。
扇枕温衾,shàn zhěn wēn qīn,形容对父母十分孝敬。同扇枕温席”。
藏之名山,cáng zhī míng shān,把著作藏在名山传给志趣相投的人。形容著作极有价值。
王祥卧冰,wáng xiáng wò bīng,王祥卧冰求鱼以奉母。比喻子女孝顺父母。
柔肠百转,róu cháng bǎi zhuǎn,形容情思缠绵，翻腾不已。
从宽发落,cóng kuān fā luò,发落处分，处置。指处罚从宽，轻予放过。
音信杳无,yīn xìn yǎo wú,没有一点消息。
等因奉此,děng yīn fèng cǐ,等因旧公文用以结束表示理由说明原因的上文；奉此用以引起重心所在的下文。比喻例行公事，官样文章。
生而知之,shēng ér zhī zhī,生下来就懂得知识和道理。这是唯心主义者的观点。
明珠暗投,míng zhū àn tóu,原意是明亮的珍珠，暗里投在路上，使人看了都很惊奇。比喻有才能的人得不到重视。也比喻好东西落入不识货人的手里。
真人不露相,zhēn rén bù lòu xiàng,指得道的人不以形相现于人前。借喻不在人前露脸或暴露身分。
秋月春风,qiū yuè chūn fēng,指良辰美景。也指美好的岁月。
奉为楷模,fèng wéi kǎi mó,楷法式；模模范。把某种事物当作榜样。
香草美人,xiāng cǎo měi rén,旧时诗文中用以象征忠君爱国的思想。
杀鸡焉用牛刀,shā jī yān yòng niú dāo,杀只鸡何必用宰牛的刀。比喻办小事情用不着花大气力。
热锅上蚂蚁,rè guō shàng mǎ yǐ,比喻处境艰困、惶急不安的人。
殿堂楼阁,diàn táng lóu gé,楼阁两层以上的房屋。指各种建筑物。殿堂高大的房屋。
一路货色,yī lù huò sè,一路同一类；货色货物。比喻同一类丑货。
乐以忘忧,lè yǐ wàng yōu,由于快乐而忘记了忧愁。形容非常快乐。
因循苟且,yīn xún gǒu qiě,沿袭旧的，敷衍应付。
金鼓齐鸣,jīn gǔ qí míng,金鼓指金钲和战鼓。金钲战鼓一齐响起。形容战斗气氛紧张激烈。
嚣张一时,xiāo zhāng yī shí,指恶势力在短时间内喧闹一起。
狗咬吕洞宾,gǒu yǎo lǚ dòng bīn,吕洞宾传说中的八仙之一。狗见了吕洞宾这样做善事的好人也咬，用来骂人不识好歹。
男女老幼,nán nǚ lǎo yòu,泛指所有的人。
神闲气定,shén xián qì dìng,指神气悠闲安静。
允执厥中,yǔn zhí jué zhōng,指言行符合不偏不倚的中正之道。
狂涛骇浪,kuáng tāo hài làng,比喻剧烈的社会运动。
有负众望,yǒu fù zhòng wàng,指辜负众人的期望。
横眉怒目,héng méi nù mù,耸起眉毛，瞪大眼睛。形容怒视的样子。
孤儿寡妇,gū ér guǎ fù,死了父亲的孩子，死了丈夫的妇女。泛指失去亲人，无依无靠者。
贵人多忘事,guì rén duō wàng shì,高贵者往往善忘。原指高官态度傲慢，不念旧交，后用于讽刺人健忘。
武艺超群,wǔ yì chāo qún,武艺武术上的本领。也指军事、战斗的本领。形容武艺高强，超出一般人。
搬石砸脚,bān shí zá jiǎo,比喻本来想害别人，结果害了自己。
相时而动,xiàng shí ér dòng,观察时机，针对具体情况采取行动。
慎始敬终,shèn shǐ jìng zhōng,敬慎。自始自终都谨慎。
大人先生,dà rén xiān sheng,旧时指有身分有地位的人。有时带讽刺意味。
乱世英雄,luàn shì yīng xióng,乱世动乱的不安定的时代；英雄才能勇武超过常人的人。混乱动荡时代中的杰出人物。
有财有势,yǒu cái yǒu shì,既有钱财，又有势力。同有钱有势”。
齐驱并进,qí qū bìng jìn,多方面同时前进。多形容几件事情或几项工作同时进行。同齐头并进”。
严于律已,yán yú lǜ jǐ,律约束。严格要求自己。
福地洞天,fú dì dòng tiān,原为道家语，指神道居住的名山胜地◇多比喻风景优美的地方。
寻幽探胜,xún yōu tàn shèng,探寻求。胜胜地，风景优美的地方。游览山水时寻找、搜索幽雅的胜地。亦作寻幽探奇”、寻奇探幽”、探幽选胜”。
烽火四起,fēng huǒ sì qǐ,战争的火焰从四面八方燃烧起来。形容边防不安宁，四处有敌人进犯。
光风霁月,guāng fēng jì yuè,光风雨后初晴时的风；霁雨雪停止。形容雨过天晴时万物明净的景象。也比喻开阔的胸襟和心地。
齐家治国,qí jiā zhì guó,整治家庭和治理国家。
亡国之音,wáng guó zhī yīn,原指国家将亡，人民困苦，因此音乐也多表现为哀思的曲调，后多指颓靡淫荡的歌曲。
关山阻隔,guān shān zǔ gé,关隘山岭阻挡隔绝。形容路途艰难，往来不易。
千古罪人,qiān gǔ zuì rén,形容犯的罪永远被人记着。
昂头挺胸,áng tóu tǐng xiōng,抬起头，挺起胸膛。形容斗志高，士气旺。参见昂首挺胸”。
榆木疙瘩,yú mù gē da,坚硬的榆树根。比喻思想顽固。
儿女之情,ér nǚ zhī qíng,特指男女之间缠绵的恋情。同儿女私情”。
餐风饮露,cān fēng yǐn lù,形容旅途或野外生活的艰苦。
无踪无影,wú zōng wú yǐng,没有一点痕迹、影子。形容完全消失。
剜肉补疮,wān ròu bǔ chuāng,剜用刀挖去。挖下身上的好肉来补伤口。比喻只顾眼前，用有害的方法来救急。
清风朗月,qīng fēng lǎng yuè,比喻不随便结交朋友。也比喻清闲无事。同清风明月”。
逸趣横生,yì qù héng shēng,指超逸不俗的情趣洋溢而出。
出敌不意,chū dí bù yì,指行动出于敌方意料。
怙恶不悛,hù è bù quān,怙依靠，依仗；悛改过，悔改。坚持作恶，不肯悔改。
朝生暮死,zhāo shēng mù sǐ,①早晨刚生，晚上就死亡。②今亦形容事物生命短暂。
将本求利,jiāng běn qiú lì,用本钱谋求利润。
以心传心,yǐ xīn chuán xīn,佛教禅宗用语。指离开语文文字而以慧心相传授。
摧眉折腰,cuī méi zhé yāo,低眉弯腰。形容没有骨气，巴结奉承。
治国安民,zhì guó ān mín,治治理；安安定。治理国家，安定人民。
味如嚼蜡,wèi rú jiáo là,象吃蜡一样，没有一点儿味。形容语言或文章枯燥无味。见味同嚼蜡”。
涕泪交流,tì lèi jiāo liú,鼻涕眼泪同时流下，形容极度哀痛。同涕泪交零”。
吉凶未卜,jí xiōng wèi bǔ,吉凶吉利与不吉利，引申为祸福，成败；卜占卜，引申为预测。无法预测是福是祸、是成是败。
千古不朽,qiān gǔ bù xiǔ,指永远流传，不会磨灭。
拈花一笑,niān huā yī xiào,比喻心心相印、会心。
神完气足,shén wán qì zú,精神饱满，气息充足。
贿赂公行,huì lù gōng xíng,贿赂因请托而私赠财物；公行公开做。指公开行贿受赂。
却之不恭,què zhī bù gōng,却推却。指对别人的邀请、赠与等，如果拒绝接受，就显得不恭敬。
星月交辉,xīng yuè jiāo huī,星星和月亮交相照耀。
聊备一格,liáo bèi yī gé,姑且备为一种风格或格式。
各有所短,gè yǒu suǒ duǎn,短不足。各有各的不足。
喜逐颜开,xǐ zhú yán kāi,逐追随；颜脸面，面容。形容十分喜悦，满脸笑容。
过目成诵,guò mù chéng sòng,成诵能背诵。看过一遍就能背下来。形容记忆力强。
无边无垠,wú biān wú yín,形容范围极为广阔。同无边无际”。
日月无光,rì yuè wú guāng,连太阳和月亮都失去了光彩。比喻极其黑暗。
凌云之志,líng yún zhī zhì,凌云高入云霄的志气。形容远大的志向。
哀哀父母,āi āi fù mǔ,可哀呀可哀，我的父母啊！原指古时在暴政下的人民终年在外服劳役，对父母病痛、老死不能照料而悲哀。
脚不点地,jiǎo bù diǎn dì,点脚尖着地。形容走得非常快，好象脚尖都未着地。
求贤如渴,qiú xián rú kě,慕求贤人，如渴思饮。形容求贤心情十分迫切。
荦荦大端,luò luò dà duān,荦荦清楚、分明的样子。指主要的项目，明显的要点。
驴头不对马嘴,lǘ tóu bù duì mǎ zuǐ,比喻答非所问或两下不相合。同驴唇不对马嘴”。
门户之争,mén hù zhī zhēng,宗派之间的争论。
一字之师,yī zì zhī shī,改正一个字的老师。有些好诗文，经旁人改换一个字后更为完美，往往称改字的人为一字师”或一字之师”。
安如磐石,ān rú pán shí,磐石大石头。如同磐石一般安然不动。形容非常稳固。
降尊纡贵,jiàng zūn yū guì,纡弯曲，屈抑。降抑尊贵的地位，谦以自处。
南征北讨,nán zhēng běi tǎo,形容转战南北，经历过多次战斗。
羊续悬鱼,yáng xù xuán yú,羊续，汉时官吏。羊续把生鱼悬于庭。形容为官清廉，拒受贿赂。
满脸春风,mǎn liǎn chūn fēng,形容心情喜悦，满脸笑容。
绝世佳人,jué shì jiā rén,绝世当世独一无二；佳人美人。当代最美的女人。
颠簸不破,diān bǒ bù pò,无论怎样摔打都破不了。比喻理论学说完全正确，不会被驳倒推翻。同颠扑不破”。
急人之困,jí rén zhī kùn,热心主动帮助别人解决困难。
为渊驱鱼,wèi yuān qū yú,原比喻残暴的统治迫使自己一方的百姓投向敌方。现多比喻不会团结人，把一些本来可以团结过来的人赶到敌对方面去。
竭忠尽智,jié zhōng jìn zhì,毫无保留地献出一片忠诚和所有才智。
墙头马上,qiáng tóu mǎ shàng,为男女爱慕之典实。
相煎太急,xiāng jiān tài jí,形容兄弟或内部之间的残杀或破坏。
出师无名,chū shī wú míng,指没有正当理由而出兵征伐。
纵虎归山,zòng hǔ guī shān,把老虎放回山去。比喻把坏人放回老巢，留下祸根。
不咎既往,bù jiù jì wǎng,咎责怪。对以往的错误或罪责不再追究。
存心不良,cún xīn bù liáng,存心怀着某种心思或打算。指存着坏心眼。
毁誉不一,huǐ yù bù yī,毁誉诋毁和称赞；不一不一样，不一致。有人说好，有人说坏，说法不一。
万应灵药,wàn yìng líng yào,能治各种病的灵药。比喻能解决任何问题的好办法。
凤凰来仪,fèng huáng lái yí,仪容仪。凤凰来舞，仪表非凡。古代指吉祥的征兆。
傻头傻脑,shǎ tóu shǎ nǎo,形容思想糊涂，愚笨痴呆。
年深月久,nián shēn yuè jiǔ,久经岁月。指时间长久。
张皇失措,zhāng huáng shī cuò,张皇慌张；失措举止失去常态。惊慌得不知怎么办才好。
射人先射马,shè rén xiān shè mǎ,比喻作事要抓住要害。
卧床不起,wò chuáng bù qǐ,病卧床上，不能起来。
众寡悬殊,zhòng guǎ xuán shū,形容双方人力的多少相差极大。
言必有据,yán bì yǒu jù,言说话；据依据。说话一定要有根据。
不顾死活,bù gù sǐ huó,顾顾念，考虑。连生死也不考虑了。形容拼命蛮干，不顾一切。
山鸣谷应,shān míng gǔ yìng,形容回音响亮，也比喻此鸣彼应，互相配合。
国而忘家,guó ér wàng jiā,指为国事而忘其家。
郁郁不乐,yù yù bù lè,郁郁心里苦闷。闷闷不乐。
一身二任,yī shēn èr rèn,任职务，责任。一个人承担两种职务。
瓜瓞绵绵,guā dié mián mián,瓞小瓜；绵绵延续不断的样子。如同一根连绵不断的藤上结了许多大大小小的瓜一样。引用为祝颂子孙昌盛。
胜友如云,shèng yǒu rú yún,胜友良友。许多良友聚集一处。
桃花流水,táo huā liú shuǐ,形容春日美景。也比喻男女爱情。
枝节横生,zhī jié héng shēng,比喻在处理问题过程中意外地发生岔子。
抚掌大笑,fǔ zhǎng dà xiào,抚拍。拍手大笑。形容非常高兴。
残花败柳,cán huā bài liǔ,败衰败。残凋残。凋残的柳树，残败了的花。旧时用以比喻生活放荡或被蹂躏遗弃的女子。
强龙不压地头蛇,qiáng lóng bù yā dì tóu shé,比喻实力强大者也难对付当地的势力。
探赜索隐,tàn zé suǒ yǐn,探寻求，探测；赜幽深玄妙；索搜求；隐隐秘。探究深奥的道理，搜索隐秘的事情。
诗酒风流,shī jiǔ fēng liú,作诗饮酒。古人以此为风流韵事，故称。
济困扶危,jì kùn fú wēi,济、扶帮助。救济贫困的人，扶助有危难的人。
知足知止,zhī zú zhī zhǐ,知道满足知道适可而止。
永生永世,yǒng shēng yǒng shì,永远。
苦心积虑,kǔ xīn jī lǜ,积虑长期地或一再地思考。费尽心思长时间的思考问题。
济世安邦,jì shì ān bāng,济拯救；邦国家。拯救时世，安定国家。
超然独立,chāo rán dú lì,指超出世事离群独居。
将门虎子,jiàng mén hǔ zǐ,将门世代为将的人家。比喻父辈有才能，子孙也身手不凡。也指后生子弟不辱门庭。
竹篱茅舍,zhú lí máo shè,常指乡村中因陋就简的屋舍。
臭名昭彰,chòu míng zhāo zhāng,昭显着。形容坏名声尽人皆知。亦作臭名昭著”。
粉妆玉砌,fěn zhuāng yù qì,用白粉装饰，用白玉砌成。形容雪景及人皮肤白嫩。
鸢飞鱼跃,yuān fēi yú yuè,鸢老鹰。鹰在天空飞翔，鱼在水中腾跃。形容万物各得其所。
